Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.34716E-3,69.129480558,0.955756319,0.005271009,0.660714286,0
2.36392E-3,69.365872281,0.956730349,0.005171556,0.660714286,0
2.38515E-3,69.604386821,0.957933518,0.005072103,0.660714286,0
2.38582E-3,69.842968876,0.957971229,0.00497265,0.660714286,0
2.40709E-3,70.083677575,0.95914197,0.004873197,0.660714286,0
2.4396E-3,70.327637959,0.960869315,0.004773744,0.660714286,0
2.44592E-3,70.572230239,0.961196415,0.004674291,0.660714286,0
2.45717E-3,70.8179474,0.961771957,0.004574838,0.660714286,0
2.48107E-3,71.066053962,0.96296632,0.004475385,0.660714286,0
2.48766E-3,71.314820119,0.963289401,0.004375932,0.678571429,0
2.67994E-3,71.582813829,0.971564439,0.004276479,0.678571429,0
2.71085E-3,71.853898579,0.972708423,0.004177026,0.696428571,0
2.86526E-3,72.140424408,0.977769753,0.004077573,0.696428571,0
2.87666E-3,72.428090747,0.978104022,0.00397812,0.714285714,0
2.8841E-3,72.716500807,0.978319286,0.003878667,0.714285714,0
2.99444E-3,73.015944703,0.981275251,0.003779214,0.714285714,0
3.10664E-3,73.326608766,0.983868179,0.003679761,0.714285714,0
3.2648E-3,73.653089089,0.986925216,0.003580308,0.714285714,0
3.43859E-3,73.996948254,0.989620639,0.003480855,0.714285714,0
3.54934E-3,74.351882156,0.991040638,0.003381402,0.732142857,0
4.04872E-3,74.756753659,0.995385,0.003281949,0.732142857,0
4.05316E-3,75.162070016,0.995412193,0.003182496,0.732142857,0
4.20079E-3,75.582149368,0.996229205,0.003083043,0.732142857,0
4.34164E-3,76.016312999,0.996872651,0.00298359,0.732142857,0
4.39648E-3,76.455960606,0.99709238,0.002884137,0.732142857,0
4.44444E-3,76.900404176,0.99727185,0.002784684,0.732142857,0
4.52561E-3,77.352965038,0.997550728,0.002685231,0.75,0
4.68675E-3,77.821640029,0.998022713,0.002585778,0.75,0
4.91397E-3,78.313037329,0.998537898,0.002486325,0.75,0
4.96669E-3,78.809705906,0.99863678,0.002386872,0.75,0
5.00247E-3,79.309952993,0.998700068,0.002287419,0.75,0
5.03863E-3,79.813815701,0.99876103,0.002187966,0.75,0
5.15137E-3,80.328952343,0.998933359,0.002088513,0.767857143,0
5.28288E-3,80.857240783,0.999104344,0.00198906,0.785714286,0
5.5584E-3,81.413080445,0.999378859,0.001889607,0.803571429,0
5.77194E-3,81.990274404,0.999532275,0.001790154,0.821428571,0
5.93237E-3,82.583511041,0.999622049,0.001690701,0.821428571,0
6.14918E-3,83.198429202,0.999716634,0.001591248,0.821428571,0
7.98954E-3,83.99738359,0.99997542,0.001491795,0.821428571,0
8.50146E-3,84.847529814,0.999987548,0.001392342,0.821428571,0
8.51045E-3,85.698575072,0.999987696,0.001292889,0.821428571,0
8.51174E-3,86.549749009,0.999987717,0.001193436,0.839285714,0
9.24E-3,87.473749229,0.999995332,0.001093983,0.857142857,0
9.46277E-3,88.420026628,0.999996528,0.00099453,0.875,0
9.56282E-3,89.376308386,0.99999696,0.000895077,0.875,0
9.90189E-3,90.366497273,0.999998062,0.000795624,0.892857143,0
1.10403E-2,91.47052708,0.999999573,0.000696171,0.892857143,0
1.26035E-2,92.730877461,0.999999946,0.000596718,0.892857143,0
1.28138E-2,94.012260144,0.99999996,0.000497265,0.910714286,0
1.30651E-2,95.318768094,0.999999971,0.000397812,0.928571429,0
1.36476E-2,96.683531477,0.999999987,0.000298359,0.946428571,0
1.54891E-2,98.232443154,0.999999999,0.000198906,0.964285714,0
1.76756E-2,100,1,0.000099453,0.982142857,0
1.76756E-2,100,1,0.000099453,1,0
